ID,"input word",pronounce,part-of-speech,translation,synonyms,alt-synonyms
54776,hotter,,adjective,melegebb,hot|boiling|heated|scalding|torrid|perfervid|warm|hot|thermal|hot|pungent|biting|peppery|scathing|poignant|intense|heated|impetuous|hot|vehement|heady|passionate|impassioned|hot|passional|hectic|tropical,forró|meleg|csípős|heves|szenvedélyes
54777,hottest,,,legmelegebb,,
54778,hotwire,,,"forró drót",,
54779,Houdini,,,Houdini,,
54780,hough,,noun,térdhajlás,,
54781,"hound dog",,,"kutya kutya",,
54782,houppelande,,,houppelande,,
54783,hour,ou(ə)r,noun,óra,clock|watch|lesson|class|timepiece,
54784,"hour after hour",,,"óra után",,
54785,"hour hand",,noun,óramutató,hand,kismutató
54786,"hour of decision",,,óra,,
54787,hourglass,ˈou(ə)rˌglas,noun,homokóra,"sand glass|hour glass|minute glass",
54788,houri,ˈho͞orē,,Houri,,
54789,hours,,,órák,,
54790,"hours of darkness",,,"órákban a sötétség",,
54791,"house cat",,,"házi macska",,
54792,"house decorator",,,"ház dekoratőr",,
54793,"house detective",,,"ház nyomozó",,
54794,"house husband",,,"ház férje",,
54795,"house keeper",ˈhousˌkēpər,noun,házvezetőnő,housekeeper|caretaker|housekeeper|landlady|housekeeper,házmester|gazdaasszony
54796,"house maid",,noun,házvezető,chambermaid|housemaid|maid|housemaid|goody,szobalány|szobaasszony
54797,"house mouse",,,"ház egér",,
54798,"house of assembly",,,"összeszerelési ház",,
54799,"house of cards",,,kártyavár,,
54800,"house of correction",,,"korrekciós ház",,
54801,"house of death",,,"halál háza",,
54802,"house of detention",,,"fogva tartott ház",,
54803,"house of God",,,"Isten háza",,
54804,"house of ill fame",,,"rossz hírű ház",,
54805,"house of ill repute",,,"rossz hírű ház",,
54806,"house of joy",,,"öröm háza",,
54807,"house of prayer",,,"ima háza",,
54808,"house of worship",,,"istentiszteleti ház",,
54809,"house painting",,,házfestés,,
54810,"house party",,,házibuli,,
54811,"house physician",,,"ház orvos",,
54812,"house sitter",,,háziasszony,,
54813,"house top",,noun,"ház tetején",house-top,háztető
54814,"house trailer",,,"ház pótkocsi",,
54815,houseboat,ˈhousˌbōt,noun,lakóhajó,"house boat",
54816,houseboy,ˈhousˌboi,,houseboy,,
54817,housebreak,ˈhousˌbrāk,,housebreak,,
54818,housebreaker,,noun,betörő,burglar|cracksman,"házlebontó vállalkozó"
54819,housebreaking,ˈhousˌbrākiNG,,betörés,,
54820,housebroke,,,housebroke,,
54821,housebroken,,noun,"szobatiszta állat",,
54822,house-broken,,noun,"szobatiszta állat",housebroken,
54823,housecleaner,,,housecleaner,,
54824,housecoat,ˈhousˌkōt,,pongyola,,
54825,housed,,verb,elhelyezni,place|house|locate|install|stow|set|billet|canton|garrison|rehouse|house,elhelyez|beszállásol
54826,housefurnishings,,,housefurnishings,,
54827,"household effects",,,"háztartási eszközök",,
54828,"household gods",,,"háztartási istenek",,
54829,"household help",,,"háztartási segítség",,
54830,"household name",,,"háztartási név",,
54831,householder,ˈhousˌ(h)ōldər,noun,családfő,paterfamilias|house-owner,háztulajdonos|házbérlő
54832,households,,,háztartások,,
54833,housekeeping,ˈhousˌkēpiNG,noun,háztartás,household|menage,
54834,houseless,,adjective,hajléktalan,homeless|roofless|unhoused,
54835,houseman,ˈhousmən,,Houseman,,
54836,housemaster,ˈhousˌmastər,noun,"internátusi felügyelő tanár",,
54837,housemother,ˈhousˌməT͟Hər,noun,"gondnoknő diákszállóban",,
54838,houseowner,,noun,háztulajdonos,house-owner|householder,
54839,houseparent,"-ˌparənt,ˈhousˌpe(ə)rənt",,houseparent,,
54840,houser,,,Houser,,
54841,houses,,,házak,,
54842,housesitter,,,housesitter,,
54843,house-sitter,,,house-sitter,,
54844,housetop,ˈhousˌtäp,noun,háztetőn,house-top,háztető
54845,housewares,,,housewares,,
54846,housewarming,ˈhousˌwôrmiNG,,házavató,,
54847,housewife,ˈhousˌwīf,noun,háziasszony,hostess|landlady|homemaker,
54848,house-wife,ˈhousˌwīf,noun,háziasszony,housewife|hostess|landlady|homemaker,
54849,housewifery,,noun,"háztartás vezetése",,
54850,housewives,,,feleségek,,
54851,housework,ˈhousˌwərk,noun,házimunka,homework|chore,
54852,houston,ˈ(h)yo͞ostən,,Houston,,
54853,"hover over",,,"felett lebeg",,
54854,hovercraft,ˈhəvərˌkraft,noun,"légpárnás hajó","air cushion vehicle|hydrofoil","légpárnás jármű|siklóhajó"
54855,hovered,ˈhəvər,verb,lebegett,"hover|levitate|soar|coast|dawdle|hang about|hang around|lounge about|straggle|hover",lebeg|cselleng
54856,hoverer,,,hoverer,,
54857,hovering,,noun,lebegés,levitation|flotation|floatation|soaring,
54858,"how are things",,,"hogyan vannak a dolgok",,
54859,"how are you",,,"hogy vagy",,
54860,"how can I repay you",,,"hogyan lehet visszafizetni",,
54861,"how come",,,hogy-hogy,,
54862,"how do",,,hogyan,,
54863,"how goes it",,,"hogy megy",,
54864,"how is it",,,"hogy van ez",,
54865,"how long ago",,,"milyen régen",,
54866,"how many",,pronoun,mennyi,"how much|how much","hány|hány darab"
54867,"how much",,pronoun,mennyi,"how many|how many",hány|mennyiért
54868,"how soon",,,"milyen hamar",,
54869,"how things stack up",,,"hogyan halmozódik fel a dolgok",,
54870,"how things stand",,,"hogyan állnak a dolgok",,
54871,"how ya doin",,,Mizu,,
54872,"how ya goin",,,"hogyan megy",,
54873,"how you living",,,"hogyan élsz",,
54874,howdah,ˈhoudə,,howdah,,
54875,how-do-you-do,,,"hogyan csinálod",,
54876,howdy,ˈhoudē,,jónapot,,
54877,howdy-do,,,jónapot-do,,
54878,howitzer,ˈhouətsər,noun,tarack,mortar,mozsárágyú
54879,howler,ˈhoulər,noun,üvöltő,blooper|blunder|boner|balk|stumble|slip-up,baki|baklövés
54880,howling,ˈhouliNG,adjective,ordító,,
54881,"howling wilderness",,,"pusztító vadonban",,
54882,"how's it going",,,"mi újság",,
54883,"how's it hanging",,,"hogy ityeg",,
54884,"how's your father",,,"hogyan van az apád",,
54885,howsoever,ˌhousōˈevər,adverb,"akárhogyan is",anyhow,
54886,howsyamomanem,hosyaamoomanem,,Hoshyamumnem,,
54887,howzit,,,Howzit,,
54888,hoy,,,ma,,
54889,hoyden,,,"pajkos leány",,
54890,HP,,,HP,,
54891,HQ,,abbreviation,parancsnokság,Comdt.,főhadiszállás|főparancsnokság|harcálláspont
54892,hr,,,hr,,
54893,HUA,"Hu A",,"Hu A",,
54894,hubbie,,,hubbie,,
54895,hubbly-bubbly,,,hubbly-pezsgő,,
54896,hubbubber,,,hubbubber,,
54897,hubris,ˈ(h)yo͞obris,noun,önhittség,conceit|overconfidence|self-conceit,
54898,hubristic,,,önhitt,,
54899,hubz,hoobz,,Hubjh,,
54900,huckle,,,Huckle,,
54901,huckleberry,ˈhəkəlˌberē,noun,"amerikai áfonya",,
54902,huckstered,ˈhəkstər,verb,huckstered,resell|huckster,"viszont elad"
54903,hucksterer,,,hucksterer,,
54904,"huddle together",,,összezsugorodnak,,
54905,huddled,ˈhədl,verb,bújtak,huddle|huddle,"összebújik|halomba hány"
54906,huddling,ˈhədl,verb,huddling,huddle|huddle,"összebújik|halomba hány"
54907,"hue and cry",,noun,"lármás üdvözlés",,"hangos felháborodás"
54908,"hue cycle",,,"árnyalási ciklus",,
54909,hued,,,színű,,
54910,hueless,,,hueless,,
54911,"huff and puff",,,"dörzsölés és puff",,
54912,huffed,,verb,fújtatott,"take offense|huff|resent|get the needle|huff|hurt deeply|pique|huff",megsértődik|nekitámad|megbánt
54913,huffily,,,sértődötten,,
54914,huffing,,verb,dúlt,"take offense|huff|resent|get the needle|huff|hurt deeply|pique|huff",megsértődik|nekitámad|megbánt
54915,huffishly,,,huffishly,,
54916,huffishness,,,huffishness,,
54917,huffs,həf,verb,huffs,"take offense|huff|resent|get the needle|huff|hurt deeply|pique|huff",megsértődik|nekitámad|megbánt
54918,"hug the shore",,,"ölelje meg a partot",,
54919,"huge case",,,"hatalmas eset",,
54920,"huge deal",,,"hatalmas üzlet",,
54921,"huge distances",,,"hatalmas távolságok",,
54922,"huge fan",,,"hatalmas rajongó",,
54923,"huge fan of",,,"hatalmas rajongója",,
54924,"huge monster",,,"hatalmas szörny",,
54925,"huge problem",,,"hatalmas probléma",,
54926,"huge sleeper",,,"hatalmas alvó",,
54927,"huge sum of money",,,"hatalmas pénzösszeg",,
54928,"huge thing",,,"hatalmas dolog",,
54929,hugger,,,hugger,,
54930,huggermugger,,,huggermugger,,
54931,huggermuggery,,,huggermuggery,,
54932,hugging,,noun,ölelgetés,fidelity|tenacity,ragaszkodás
54933,huggy,,,Huggy,,
54934,huh,hə,,huh,,
54935,huissier,,,végrehajtó,,
54936,huke,,,ketyegés,,
54937,hula,ˈho͞olə,,hula,,
54938,hulks,,noun,hulks,hulk,"hajó váza"
54939,hulky,,,"hajó váza",,
54940,hulled,,verb,hántolt,"explicate|expound|unfold|hull|point out|articulate|flake|husk|hull|shell|rind|decorticate",kifejt|lehámoz
54941,huller,,,lyukak,,
54942,hullo,,interjection,Halló,Hallo!|Hello!|Hullo!,Halló!
54943,"hum and haw",,verb,hümmög,hesitate|vacillate|demur|fluctuate|wiggle-waggle,tétovázik
54944,"human action",,,"emberi cselekvés",,
54945,"human activity",,,"emberi tevékenység",,
54946,"human assets",,,"emberi erőforrások",,
54947,"human being",,noun,"emberi lény",human|man|person|one|Jack,ember
54948,"human beings",,noun,"emberi lények","human being|human|man|person|human being|one|Jack","emberi lény|ember"
54949,"human body",,,"emberi test",,
54950,"human capital",,noun,"emberi tőke",,
54951,"human capital asset",,,"humán tőkeeszköz",,
54952,"human death",,,"emberi halál",,
54953,"human dynamo",,,"emberi dinamó",,
54954,"human elbow",,,"emberi könyök",,
54955,"human error",,,"emberi hiba",,
54956,"human factor",,,"emberi tényező",,
54957,"human foot",,,"emberi láb",,
54958,"human nature",,,"az emberi természet",,
54959,"human race",,,"emberi faj",,
54960,"human resource",,,"emberi erőforrás",,
54961,"Human resources",,,"Emberi Erőforrások",,
54962,"human rights",,noun,"emberi jogok",,
54963,"human sacrifices",,,"emberi áldozatok",,
54964,"human species",,,"emberi faj",,
54965,human-centered,,,emberközpontú,,
54966,human-centred,,,emberközpontú,,
54967,humanely,,,emberségesen,,
54968,humanising,,,emberibbé,,
54969,humanism,ˈ(h)yo͞oməˌnizəm,noun,humanizmus,,
54970,humanist,,noun,humanista,,
54971,humanistic,,,humanisztikus,,
54972,humanitarianism,,,humanitarianizmus,,
54973,humanities,,noun,"humán tárgyak",,
54974,humanize,ˈ(h)yo͞oməˌnīz,verb,"emberré tesz",,
54975,humanizing,ˈ(h)yo͞oməˌnīz,verb,emberivé,humanize,"emberré tesz"
54976,humanlike,,,emberféle,,
54977,humanly,ˈ(h)yo͞omənlē,adverb,emberileg,,
54978,humanness,,,emberségét,,
54979,humanoid,ˈ(h)yo͞oməˌnoid,,emberszerű,,
54980,humans,,,emberek,,
54981,"humble oneself",,,"megalázza magát",,
54982,humblebrag,,,humblebrag,,
54983,humbled,,verb,megalázta,humiliate|humble|abase|abject|humble,megaláz|lealacsonyodik
54984,humbler,,adjective,szerényebb,humble|lowly|submissive|obsequious|modest|humble|lowly|unobtrusive|meek|unassertive|low|short|humble|low-down,alázatos|szerény|alacsony
54985,humbling,,verb,megalázza,humiliate|humble|abase|abject|humble,megaláz|lealacsonyodik
54986,humbugable,,,humbugable,,
54987,humbugger,,,humbugger,,
54988,humectation,,,nedvesedésének,,
54989,humidified,(h)yo͞oˈmidəˌfī,verb,nedvesített,humidify,párásít
54990,humidify,(h)yo͞oˈmidəˌfī,verb,párásít,,
54991,humidities,(h)yo͞oˈmiditē,noun,"páratartalom mellett",moisture|wetness|humidity|wet|dampness|moist|dampness|moisture|damp|humidity|clamminess|moist,nedvesség|nyirkosság
54992,humidly,,,humidly,,
54993,humidness,,,humidness,,
54994,humidor,ˈ(h)yo͞omiˌdôr,,humidor,,
54995,humiliated,,adjective,megalázott,,
54996,humiliating,(h)yo͞oˈmilēˌātiNG,adjective,megalázó,degrading|mortifying|ignominious,
54997,humiliation,(h)yo͞oˌmilēˈāSHən,noun,megaláztatás,mortification|abjection|degradation,megalázás|lealacsonyítás
54998,hummingbird,ˈhəmiNGˌbərd,noun,kolibri,,
54999,humming-top,,noun,zümmögő-top,"humming top|top|whirligig|peg-top",búgócsiga
55000,hummock,ˈhəmək,noun,dombocska,"hillock|mound|height|high ground|eminence|hill|altitude",magaslat
55001,hummy,,,hummy,,
55002,humored,,verb,kedélyű,gratify|humour|humor,"kedvében jár"
55003,humoring,ˈ(h)yo͞omər,verb,humoring,gratify|humour|humor,"kedvében jár"
55004,humorlessness,,,humorlessness,,
55005,humorously,,,humorosan,,
55006,humors,,,humor,,
55007,humour,ˈ(h)yo͞omər,noun,humor,"humor|cheerfulness|good humor|humor|exhilaration|fun|high spirits|mood|morale|humor|frame of mind",jókedv|hangulat
55008,humoured,,,kedélyű,,
55009,humouredly,,,kedélyesen,,
55010,humouring,ˈ(h)yo͞omər,verb,humouring,gratify|humour|humor,"kedvében jár"
55011,humourist,,noun,humorista,humorist|gagman|jester|humorist,"tréfás ember"
55012,humourless,ˈ(h)yo͞omərlis,,humortalan,,
55013,humourous,,,humoros,,
55014,humpbacked,,adjective,púpos,hunchbacked,
55015,"Humphrey Bogart",,,"Humphrey Bogart",,
55016,humping,,adjective,lehangoló,depressing,
55017,humpy,,noun,púpos,,
55018,hun,,,azok,,
55019,"hunch down",,,leüt,,
55020,"hunch up",,,felgyorsul,,
55021,hunchback,ˈhənCHˌbak,noun,púp,hump|hunch|hunk,
55022,hunched,,verb,görnyedt,hunch,meggörbít
55023,hunches,hənCH,noun,megérzéseiket,hump|hunch|hunk|hunchback|anticipation|hunch|premonition|presentiment|aura,púp|előérzet
55024,hunching,hənCH,verb,hunching,hunch,meggörbít
55025,"hundred-dollar bill",,,"száz dollár számlát",,
55026,hundredfold,,adjective,százszoros,centuple,
55027,hundred-percenter,,noun,soviniszta,chauvinist|jingo,
55028,hundreds,,noun,száz,hundred|fivescore|hundred,"százas szám"
55029,hundredth,,adjective,századik,centenary,
55030,hundredweight,ˈhəndridˌwāt,,hundredweight,,
55031,"hung down",,,lógott,,
55032,"hung over",,,másnapos,,
55033,"hung up",,verb,letette,"hang|hang up|hook up|string up|gibbet|suspend|hang up|delay|protract|retard|defer|hang up|adjourn|put off|prorogue|hang up","felakaszt|leteszi a telefonkagylót|késleltet|elnapol"
55034,"hunger after",,,"éhezés után",,
55035,"hunger for",,,éhség,,
55036,hungered,,verb,éhezett,hunger|starve,éhezik
55037,hungering,,verb,éhező,hunger|starve,éhezik
55038,hungers,ˈhəNGgər,noun,éhség,hunger|longing|wistfulness|hunger,vágyakozás
55039,hungover,ˈhəNGgˌōvər,,másnapos,,
55040,hung-over,,,másnapos,,
55041,hungriness,,,hungriness,,
55042,"hungry mouth",,,"éhes száj",,
55043,"hunk of",,,darab,,
55044,hunker,ˈhəNGkər,,Hunker,,
55045,"hunker down",,,"hunker le",,
55046,hunkered,ˈhəNGkər,,hunkered,,
55047,hunky,ˈhəNGki,noun,hunky,chunk|hunk|hump|hunch|hunk|hunchback,"nagy darab|púp"
55048,"hunky dory",,,"hunky dory",,
55049,hunky-doriness,,,Hunky-doriness,,
55050,"hunt dog",,,vadászkutya,,
55051,"hunt down",,verb,levadászni,"encompass|fence in|surround|mure","bekerít|becserkel|kézre kerít"
55052,"hunt for",,verb,vadászni,"hunt|chase|shikar|search|look for|quest|ask for|seek after|research|search|explore|quest|delve",vadászik|keres|kutat
55053,"hunt out",,verb,felver,"beat up|rouse|wake up",
55054,"hunt saboteur",,,vadászik,,
55055,"hunt through",,,vadászni,,
55056,"hunt up",,verb,felhajszol,,
55057,"hunted person",,,"vadászott személy",,
55058,hunters,,noun,vadászok,hunter|shooter|jaeger|finder|hunter,vadász|kereső
55059,hunting,ˈhəntiNG,noun,vadászat,hunt|chase|shikar|search|quest|scan,keresés
55060,"hunting dog",,,vadászkutya,,
55061,"hunting knife",,,vadászkés,,
55062,"hunting lodge",,,vadászkunyhó,,
55063,"hunting watch",,,vadászóra,,
55064,huntress,ˈhəntris,noun,vadásznő,,
55065,huntsmen,ˈhəntsmən,noun,vadászlegény,huntsman,
55066,huntswoman,,,huntswoman,,
55067,"hurdle race",,noun,gátfutás,hurdling,
55068,hurdler,ˈhərdlər,noun,karámkészítő,,
55069,hurdling,,noun,gátfutás,"hurdle race",
55070,"hurl brickbat",,,brickbat,,
55071,"hurl defiance at",,,"hurl dühös",,
55072,hurled,,verb,hajította,hurl|hurl,odadob|odahajít
55073,hurler,ˈhərlər,,Hurler,,
55074,hurling,ˈhərliNG,verb,hurling,hurl|hurl,odadob|odahajít
55075,"hurly burly",,noun,"keményen elkeseredett",mess|turmoil|upheaval|confusion|tumult|clutter|confusion|mess|chaos|clutter|turbulence|tumult,felfordulás|zűrzavar
55076,hurrah,"ho͝oˈrä,hə-",interjection,Hurrá,"Hurray!|Rah-Rah!|Hurrah!|Long live!|Hurray!|Viva!|Hurrah!|Jolly!",Hurrá!|Éljen!
55077,hurray,"ho͝oˈrä,hə-",interjection,Hurrá,"Hurray!|Rah-Rah!|Hurrah!|Long live!|Hurray!|Viva!|Hurrah!|Jolly!",Hurrá!|Éljen!
55078,hurriedness,,,hurriedness,,
55079,"hurry along",,,"Sietj végig",,
55080,"hurry up",,verb,siess,hurry|hasten|hie|strive|accelerate|hurry|bustle|urge|hasten,siet|iparkodik|siettet
55081,hurrying,,verb,siető,"hurry|hasten|hurry up|hie|accelerate|hurry|bustle|urge|hasten|expedite",siet|siettet
55082,hurst,hərst,noun,homokbucka,sand-hill,
55083,"hurt for",,,fájt,,
55084,"hurtful to",,,fájt,,
55085,hurtfully,,,hurtfully,,
55086,hurtfulness,,,hurtfulness,,
55087,"hurting oneself",,,"bántja magát",,
55088,hurtled,ˈhərtl,verb,zúdultak,hurtle|nose-dive|crash|bump|confront|conflict|hurtle|collide,zuhan|összeütközik
55089,hurtling,ˈhərtl,verb,karambol,hurtle|nose-dive|crash|bump|confront|conflict|hurtle|collide,zuhan|összeütközik
55090,hurtly,,,hurtly,,
55091,husbanding,,noun,gazdálkodás,,
55092,husbandless,,,husbandless,,
55093,husbandly,,,férji,,
55094,husbandman,ˈhəzbəndmən,noun,földműves,,gazdálkodó
55095,husband-to-be,,,férj-to-be,,
55096,"hush money",,noun,"hallgatási díj",,
55097,"hush puppy",,,"csitt kiskutya",,
55098,"hush up",,verb,elhallgat,"fall silent|dry up|pretermit",
55099,hushful,,,hushful,,
55100,hushing,,verb,hushing,"pacify|quieten|becalm|hush|lull|calm|appease|reconcile|tranquillize|quell|calm down|hush",lecsendesít|lecsillapít
55101,hushly,,,hushly,,
55102,husked,,verb,hántolt,flake|husk|hull|shell|rind|decorticate|depurate|furbish|purge|husk|deterge,lehámoz|megtisztít
55103,husker,,,Husker,,
55104,huskily,,adverb,rekedten,,"elfojtott hangon"
55105,huskiness,,,rekedtség,,
55106,husking,,verb,hántolás,flake|husk|hull|shell|rind|decorticate|depurate|furbish|purge|husk|deterge,lehámoz|megtisztít
55107,husks,,noun,pelyva,shell|peel|skin|husk|hull|rind|vagina|sheath|scabbard|pod|hull|shuck,héj|hüvely
55108,hussar,həˈzär,noun,huszár,knight|cavalryman,
55109,hussif,hasif,,diszkrét,,
55110,hussive,,,hussive,,
55111,hustings,ˈhəstiNGz,noun,emelvény,platform|dais|podium|stage,népgyűlés
55112,"hustle away",,,nyüzsgés,,
55113,"hustle off",,,nyüzsgés,,
55114,"hustle out",,,nyüzsgés,,
55115,hustled,ˈhəsəl,verb,hustled,hustle,lökdösődik
55116,hustling,,verb,hustling,hustle,lökdösődik
55117,huswife,,,huswife,,
55118,hutted,,,hutted,,
55119,huzza,,,éljen,,
55120,huzzah,həˈzä,,Huzzah,,
55121,hyacinth,ˈhīəˌsinTH,noun,jácint,,ibolyakék
55122,hyacinthine,,,hyacinthine,,
55123,hyaena,,noun,hiéna,hyena,
55124,hyaline,"-ˌlīn,ˈhīəlin",adjective,átlátszó,transparent|limpid|pellucid|diaphanous,
55125,hybridisation,,,hibridizáció,,
55126,hybridise,,,hibridizálnak,,
55127,hybridised,,,hibridizálódott,,
55128,hybridism,,,hybridism,,
55129,hybridization,,noun,hibridizáció,crossing|cross-breeding|confluence,keresztezés
55130,hybridize,ˈhībriˌdīz,verb,keresztez,cross|thwart|traverse|intercross|cross-fertilize,
55131,hybridizing,ˈhībriˌdīz,verb,hibridizáció,cross|thwart|hybridize|traverse|intercross|cross-fertilize,keresztez
55132,hybrids,ˈhīˌbrid,noun,hibridek,mix|mixture|blend|compound|admixture|hybrid|half-breed|hybrid|half-caste,keverék|félvér
55133,hydra,ˈhīdrə,noun,hydra,Hydra,Vízkígyó
55134,hydrant,ˈhīdrənt,noun,tűzcsap,,
55135,hydraulic,hīˈdrôlik,adjective,hidraulikus,aquatic|watery,vízi
55136,hydraulics,hīˈdrôliks,noun,hidraulika,,"hidraulikus berendezés"
